"","subj","trialNo","stimNo","focNo","verbNo","con","foc","verb","quesCode.art.1","quesCode.art.2","quesCode.noun.1","quesCode.noun.2","resp.art","resp.noun","respCode.art","respCode.noun","TMS","sess.no","RT","accur","decision","accur.code"
"24968","23",8,10,1,10,"semantics","subject","10",2,1,2,2,"dieR","Agent",2,1,"BA44",2,720.6,"correct","noun",1
"24970","23",10,33,2,32,"semantics","object","32",2,2,2,2,"dieR","Patient",2,2,"BA44",2,751.9,"correct","noun",1
"24973","23",13,60,1,60,"semantics","subject","60",2,2,2,1,"dieL","Agent",1,2,"BA44",2,673.9,"correct","noun",1
"24974","23",14,23,2,22,"semantics","object","22",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1744.4,"correct","noun",1
"24976","23",16,8,2,7,"semantics","object","7",2,2,2,1,"dieL","Patient",1,1,"BA44",2,754.7,"correct","noun",1
"24977","23",17,23,1,23,"semantics","subject","23",2,1,2,1,"dieR","Patient",2,1,"BA44",2,838.8,"incorrect","noun",0
"24979","23",19,13,2,12,"semantics","object","12",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1158.7,"correct","noun",1
"24982","23",22,13,1,13,"semantics","subject","13",2,1,2,1,"dieR","Agent",2,2,"BA44",2,610,"correct","noun",1
"24984","23",24,15,2,14,"semantics","object","14",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1234.7,"incorrect","noun",0
"24986","23",26,36,2,35,"semantics","object","35",2,2,2,2,"dieL","Patient",1,2,"BA44",2,1215.4,"correct","noun",1
"24988","23",28,38,1,38,"semantics","subject","38",2,1,2,2,"dieR","Agent",2,1,"BA44",2,714.6,"correct","noun",1
"24990","23",30,2,2,1,"semantics","object","1",2,2,2,2,"dieL","Agent",1,1,"BA44",2,941.7,"incorrect","noun",0
"24991","23",31,44,1,44,"semantics","subject","44",2,2,2,2,"dieR","Agent",2,1,"BA44",2,741.4,"correct","noun",1
"24993","23",33,47,1,47,"semantics","subject","47",2,2,2,1,"dieR","Agent",2,2,"BA44",2,859.9,"correct","noun",1
"24995","23",35,27,2,26,"semantics","object","26",2,2,2,2,"dieL","Patient",1,2,"BA44",2,761.7,"correct","noun",1
"24996","23",36,20,1,20,"semantics","subject","20",2,1,2,2,"dieR","Agent",2,1,"BA44",2,693.9,"correct","noun",1
"24998","23",38,35,2,34,"semantics","object","34",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1006.6,"correct","noun",1
"25001","23",41,46,2,45,"semantics","object","45",2,1,2,1,"dieR","Agent",2,2,"BA44",2,928.4,"incorrect","noun",0
"25004","23",44,31,1,31,"semantics","subject","31",2,2,2,1,"dieR","Agent",2,2,"BA44",2,846.4,"correct","noun",1
"25006","23",46,64,1,64,"semantics","subject","64",2,2,2,2,"dieL","Agent",1,1,"BA44",2,518.7,"correct","noun",1
"25009","23",49,1,1,1,"semantics","subject","1",2,2,2,2,"dieL","Agent",1,1,"BA44",2,693.5,"correct","noun",1
"25010","23",50,5,2,4,"semantics","object","4",2,2,2,2,"dieR","Patient",2,2,"BA44",2,744,"correct","noun",1
"25013","23",53,4,2,3,"semantics","object","3",2,1,2,2,"dieR","Patient",2,2,"BA44",2,905.7,"correct","noun",1
"25015","23",55,15,1,15,"semantics","subject","15",2,2,2,1,"dieR","Agent",2,2,"BA44",2,563.3,"correct","noun",1
"25017","23",57,68,2,67,"semantics","object","67",2,1,2,2,"dieR","Agent",2,1,"BA44",2,772.7,"incorrect","noun",0
"25019","23",59,27,1,27,"semantics","subject","27",2,1,2,1,"dieR","Agent",2,2,"BA44",2,938.8,"correct","noun",1
"25020","23",60,29,2,28,"semantics","object","28",2,1,2,2,"dieR","Agent",2,1,"BA44",2,761.2,"incorrect","noun",0
"25023","23",63,63,1,63,"semantics","subject","63",2,2,2,1,"dieR","Agent",2,2,"BA44",2,639.4,"correct","noun",1
"25025","23",65,62,2,61,"semantics","object","61",2,1,2,2,"dieR","Patient",2,2,"BA44",2,596.1,"correct","noun",1
"25026","23",66,45,1,45,"semantics","subject","45",2,1,2,1,"dieL","Patient",1,1,"BA44",2,1678.1,"incorrect","noun",0
"25029","23",69,14,1,14,"semantics","subject","14",2,1,2,2,"dieL","Agent",1,1,"BA44",2,1484.8,"correct","noun",1
"25031","23",71,50,2,49,"semantics","object","49",2,1,2,1,"dieL","Agent",1,2,"BA44",2,1262.5,"incorrect","noun",0
"25032","23",72,19,1,19,"semantics","subject","19",2,1,2,1,"dieL","Agent",1,2,"BA44",2,619.5,"correct","noun",1
"25035","23",75,11,2,10,"semantics","object","10",2,1,2,2,"dieR","Patient",2,2,"BA44",2,650.4,"correct","noun",1
"25037","23",77,12,2,11,"semantics","object","11",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1182.1,"correct","noun",1
"25039","23",79,25,1,25,"semantics","subject","25",2,2,2,1,"dieR","Agent",2,2,"BA44",2,637.6,"correct","noun",1
"25042","23",82,51,2,50,"semantics","object","50",2,1,2,2,"dieL","Patient",1,2,"BA44",2,770.3,"correct","noun",1
"25044","23",84,37,1,37,"semantics","subject","37",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1886.5,"correct","noun",1
"25047","23",87,35,1,35,"semantics","subject","35",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1346.4,"correct","noun",1
"25049","23",89,9,2,8,"semantics","object","8",2,2,2,2,"dieR","Patient",2,2,"BA44",2,591.1,"correct","noun",1
"25050","23",90,5,1,5,"semantics","subject","5",2,1,2,1,"dieR","Agent",2,2,"BA44",2,728.9,"correct","noun",1
"25052","23",92,44,2,43,"semantics","object","43",2,2,2,1,"dieR","Patient",2,1,"BA44",2,646,"correct","noun",1
"25054","23",94,24,1,24,"semantics","subject","24",2,1,2,2,"dieL","Agent",1,1,"BA44",2,1272.3,"correct","noun",1
"25056","23",96,61,2,60,"semantics","object","60",2,2,2,1,"dieR","Patient",2,1,"BA44",2,575.5,"correct","noun",1
"25059","23",99,46,1,46,"semantics","subject","46",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1544.4,"correct","noun",1
"25061","23",101,32,1,32,"semantics","subject","32",2,2,2,2,"dieR","Agent",2,1,"BA44",2,852.7,"correct","noun",1
"25062","23",102,49,2,48,"semantics","object","48",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1069.2,"incorrect","noun",0
"25064","23",104,61,1,61,"semantics","subject","61",2,1,2,2,"dieL","Agent",1,1,"BA44",2,826.8,"correct","noun",1
"25067","23",107,8,1,8,"semantics","subject","8",2,2,2,2,"dieL","Agent",1,1,"BA44",2,1334.9,"correct","noun",1
"25070","23",110,22,1,22,"semantics","subject","22",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1126.5,"correct","noun",1
"25073","23",113,18,2,17,"semantics","object","17",2,1,2,1,"dieL","Patient",1,1,"BA44",2,840.3,"correct","noun",1
"25076","23",116,6,2,5,"semantics","object","5",2,1,2,1,"dieR","Patient",2,1,"BA44",2,627.1,"correct","noun",1
"25078","23",118,43,1,43,"semantics","subject","43",2,2,2,1,"dieR","Agent",2,2,"BA44",2,906,"correct","noun",1
"25080","23",120,26,1,26,"semantics","subject","26",2,2,2,2,"dieR","Agent",2,1,"BA44",2,823.3,"correct","noun",1
"25081","23",121,19,2,18,"semantics","object","18",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1040.1,"correct","noun",1
"25083","23",123,10,2,9,"semantics","object","9",2,1,2,1,"dieR","Agent",2,2,"BA44",2,548.6,"incorrect","noun",0
"25086","23",126,3,2,2,"semantics","object","2",2,1,2,1,"dieR","Agent",2,2,"BA44",2,771.1,"incorrect","noun",0
"25087","23",127,66,1,66,"semantics","subject","66",2,1,2,1,"dieR","Agent",2,2,"BA44",2,884.9,"correct","noun",1
"25089","23",129,14,2,13,"semantics","object","13",2,1,2,1,"dieL","Patient",1,1,"BA44",2,1400.9,"correct","noun",1
"25090","23",130,67,1,67,"semantics","subject","67",2,1,2,2,"dieR","Agent",2,1,"BA44",2,860.7,"correct","noun",1
"25092","23",132,17,2,16,"semantics","object","16",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1714.8,"correct","noun",1
"25094","23",134,25,2,24,"semantics","object","24",2,1,2,2,"dieR","Agent",2,1,"BA44",2,769.5,"incorrect","noun",0
"25096","23",136,49,1,49,"semantics","subject","49",2,1,2,1,"dieR","Agent",2,2,"BA44",2,760.8,"correct","noun",1
"25097","23",137,20,2,19,"semantics","object","19",2,1,2,1,"dieR","Patient",2,1,"BA44",2,812.6,"correct","noun",1
"25099","23",139,21,1,21,"semantics","subject","21",2,2,2,1,"dieL","Agent",1,2,"BA44",2,935.7,"correct","noun",1
"25101","23",141,32,2,31,"semantics","object","31",2,2,2,1,"dieR","Patient",2,1,"BA44",2,595.2,"correct","noun",1
"25102","23",142,3,1,3,"semantics","subject","3",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1021.6,"correct","noun",1
"25104","23",144,45,2,44,"semantics","object","44",2,2,2,2,"dieR","Patient",2,2,"BA44",2,670.8,"correct","noun",1
"25106","23",146,22,2,21,"semantics","object","21",2,2,2,1,"dieL","Patient",1,1,"BA44",2,1336.4,"correct","noun",1
"25108","23",148,65,2,64,"semantics","object","64",2,2,2,2,"dieR","Agent",2,1,"BA44",2,739.7,"incorrect","noun",0
"25110","23",150,38,2,37,"semantics","object","37",2,1,2,1,"dieL","Patient",1,1,"BA44",2,807.4,"correct","noun",1
"25112","23",152,47,2,46,"semantics","object","46",2,1,2,2,"dieR","Patient",2,2,"BA44",2,802.7,"correct","noun",1
"25115","23",155,17,1,17,"semantics","subject","17",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1918,"correct","noun",1
"25116","23",156,67,2,66,"semantics","object","66",2,1,2,1,"dieR","Patient",2,1,"BA44",2,870,"correct","noun",1
"25118","23",158,9,1,9,"semantics","subject","9",2,1,2,1,"dieL","Agent",1,2,"BA44",2,868,"correct","noun",1
"25121","23",161,16,1,16,"semantics","subject","16",2,2,2,2,"dieR","Agent",2,1,"BA44",2,871.5,"correct","noun",1
"25122","23",162,16,2,15,"semantics","object","15",2,2,2,1,"dieL","Agent",1,2,"BA44",2,819.4,"incorrect","noun",0
"25124","23",164,48,1,48,"semantics","subject","48",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1284.9,"correct","noun",1
"25125","23",165,48,2,47,"semantics","object","47",2,2,2,1,"dieR","Patient",2,1,"BA44",2,930.2,"correct","noun",1
"25127","23",167,39,2,38,"semantics","object","38",2,1,2,2,"dieR","Patient",2,2,"BA44",2,667.4,"correct","noun",1
"25128","23",168,12,1,12,"semantics","subject","12",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1486.2,"correct","noun",1
"25130","23",170,24,2,23,"semantics","object","23",2,1,2,1,"dieR","Patient",2,1,"BA44",2,974.3,"correct","noun",1
"25132","23",172,18,1,18,"semantics","subject","18",2,1,2,2,"dieL","Patient",1,2,"BA44",2,1962.8,"incorrect","noun",0
"25134","23",174,50,1,50,"semantics","subject","50",2,1,2,2,"dieL","Agent",1,1,"BA44",2,737.6,"correct","noun",1
"25136","23",176,52,1,52,"semantics","subject","52",2,2,2,1,"dieR","Agent",2,2,"BA44",2,988.5,"correct","noun",1
"25139","23",179,34,1,34,"semantics","subject","34",2,2,2,1,"dieR","Agent",2,2,"BA44",2,629.3,"correct","noun",1
"25141","23",181,26,2,25,"semantics","object","25",2,2,2,1,"dieR","Patient",2,1,"BA44",2,784.7,"correct","noun",1
"25142","23",182,7,1,7,"semantics","subject","7",2,2,2,1,"dieL","Agent",1,2,"BA44",2,676.4,"correct","noun",1
"25144","23",184,11,1,11,"semantics","subject","11",2,2,2,1,"dieL","Agent",1,2,"BA44",2,1532.7,"correct","noun",1
"25147","23",187,2,1,2,"semantics","subject","2",2,1,2,1,"dieR","Agent",2,2,"BA44",2,562.7,"correct","noun",1
"25148","23",188,64,2,63,"semantics","object","63",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1541.1,"correct","noun",1
"25150","23",190,21,2,20,"semantics","object","20",2,1,2,2,"dieL","Patient",1,2,"BA44",2,873.4,"correct","noun",1
"25155","23",3,48,2,47,"semantics","object","47",2,2,2,2,"dieR","Patient",2,2,"sham",3,845.7,"correct","noun",1
"25157","23",5,21,2,20,"semantics","object","20",2,2,2,1,"dieL","Patient",1,1,"sham",3,1126.7,"correct","noun",1
"25159","23",7,15,2,14,"semantics","object","14",2,2,2,1,"dieR","Patient",2,1,"sham",3,802.9,"correct","noun",1
"25162","23",10,62,2,61,"semantics","object","61",2,2,2,1,"dieL","Agent",1,2,"sham",3,745.2,"incorrect","noun",0
"25164","23",12,63,1,63,"semantics","subject","63",2,2,2,2,"dieR","Agent",2,1,"sham",3,606.1,"correct","noun",1
"25166","23",14,2,2,1,"semantics","object","1",2,1,2,1,"dieL","Patient",1,1,"sham",3,1519.2,"correct","noun",1
"25169","23",17,5,1,5,"semantics","subject","5",2,1,2,2,"dieL","Agent",1,1,"sham",3,685.8,"correct","noun",1
"25172","23",20,48,1,48,"semantics","subject","48",2,1,2,1,"dieR","Agent",2,2,"sham",3,816.1,"correct","noun",1
"25173","23",21,18,2,17,"semantics","object","17",2,1,2,2,"dieR","Patient",2,2,"sham",3,498,"correct","noun",1
"25175","23",23,11,1,11,"semantics","subject","11",2,2,2,2,"dieL","Agent",1,1,"sham",3,1744.5,"correct","noun",1
"25176","23",24,53,2,52,"semantics","object","52",2,2,2,2,"dieR","Patient",2,2,"sham",3,737,"correct","noun",1
"25178","23",26,31,1,31,"semantics","subject","31",2,2,2,2,"dieR","Agent",2,1,"sham",3,1159.4,"correct","noun",1
"25179","23",27,36,2,35,"semantics","object","35",2,1,2,1,"dieR","Patient",2,1,"sham",3,825.9,"correct","noun",1
"25182","23",30,49,1,49,"semantics","subject","49",2,1,2,2,"dieL","Agent",1,1,"sham",3,854.8,"correct","noun",1
"25184","23",32,32,1,32,"semantics","subject","32",2,1,2,1,"dieR","Agent",2,2,"sham",3,767.7,"correct","noun",1
"25186","23",34,8,1,8,"semantics","subject","8",2,1,2,1,"dieR","Agent",2,2,"sham",3,1372.2,"correct","noun",1
"25187","23",35,38,2,37,"semantics","object","37",2,1,2,2,"dieR","Patient",2,2,"sham",3,886.4,"correct","noun",1
"25190","23",38,2,1,2,"semantics","subject","2",2,1,2,2,"dieR","Agent",2,1,"sham",3,569.9,"correct","noun",1
"25192","23",40,22,2,21,"semantics","object","21",2,2,2,2,"dieR","Patient",2,2,"sham",3,795.4,"correct","noun",1
"25193","23",41,25,1,25,"semantics","subject","25",2,2,2,2,"dieR","Agent",2,1,"sham",3,769.1,"correct","noun",1
"25195","23",43,23,2,22,"semantics","object","22",2,1,2,1,"dieR","Patient",2,1,"sham",3,865.3,"correct","noun",1
"25196","23",44,44,1,44,"semantics","subject","44",2,1,2,1,"dieR","Agent",2,2,"sham",3,1337.4,"correct","noun",1
"25198","23",46,20,2,19,"semantics","object","19",2,1,2,2,"dieR","Patient",2,2,"sham",3,1793.2,"correct","noun",1
"25199","23",47,12,1,12,"semantics","subject","12",2,1,2,1,"dieR","Agent",2,2,"sham",3,893,"correct","noun",1
"25201","23",49,37,1,37,"semantics","subject","37",2,1,2,2,"dieL","Agent",1,1,"sham",3,1335.6,"correct","noun",1
"25202","23",50,39,2,38,"semantics","object","38",2,2,2,1,"dieR","Patient",2,1,"sham",3,648.5,"correct","noun",1
"25204","23",52,29,2,28,"semantics","object","28",2,2,2,1,"dieR","Patient",2,1,"sham",3,647.5,"correct","noun",1
"25206","23",54,35,1,35,"semantics","subject","35",2,1,2,1,"dieL","Agent",1,2,"sham",3,892.9,"correct","noun",1
"25209","23",57,4,2,3,"semantics","object","3",2,2,2,1,"dieL","Patient",1,1,"sham",3,839,"correct","noun",1
"25210","23",58,46,1,46,"semantics","subject","46",2,2,2,1,"dieL","Agent",1,2,"sham",3,1630.5,"correct","noun",1
"25213","23",61,18,1,18,"semantics","subject","18",2,2,2,1,"dieR","Agent",2,2,"sham",3,507.3,"correct","noun",1
"25216","23",64,12,2,11,"semantics","object","11",2,2,2,2,"dieL","Patient",1,2,"sham",3,1105,"correct","noun",1
"25219","23",67,34,1,34,"semantics","subject","34",2,2,2,2,"dieR","Agent",2,1,"sham",3,721,"correct","noun",1
"25220","23",68,13,2,12,"semantics","object","12",2,1,2,1,"dieL","Patient",1,1,"sham",3,867,"correct","noun",1
"25222","23",70,50,1,50,"semantics","subject","50",2,2,2,1,"dieR","Agent",2,2,"sham",3,566.6,"correct","noun",1
"25223","23",71,14,2,13,"semantics","object","13",2,1,2,2,"dieR","Patient",2,2,"sham",3,817.5,"correct","noun",1
"25225","23",73,9,2,8,"semantics","object","8",2,1,2,1,"dieR","Patient",2,1,"sham",3,872,"correct","noun",1
"25227","23",75,5,2,4,"semantics","object","4",2,1,2,1,"dieR","Patient",2,1,"sham",3,729.9,"correct","noun",1
"25230","23",78,66,1,66,"semantics","subject","66",2,1,2,2,"dieL","Agent",1,1,"sham",3,1462.2,"correct","noun",1
"25231","23",79,8,2,7,"semantics","object","7",2,2,2,2,"dieR","Patient",2,2,"sham",3,668.9,"correct","noun",1
"25234","23",82,46,2,45,"semantics","object","45",2,1,2,2,"dieR","Patient",2,2,"sham",3,778.8,"correct","noun",1
"25236","23",84,16,1,16,"semantics","subject","16",2,1,2,1,"dieR","Agent",2,2,"sham",3,680.5,"correct","noun",1
"25238","23",86,60,1,60,"semantics","subject","60",2,2,2,2,"dieR","Agent",2,1,"sham",3,706.4,"correct","noun",1
"25239","23",87,16,2,15,"semantics","object","15",2,2,2,2,"dieR","Patient",2,2,"sham",3,824.9,"correct","noun",1
"25242","23",90,52,1,52,"semantics","subject","52",2,2,2,2,"dieL","Agent",1,1,"sham",3,850.7,"correct","noun",1
"25245","23",93,10,2,9,"semantics","object","9",2,1,2,2,"dieR","Agent",2,1,"sham",3,835.2,"incorrect","noun",0
"25246","23",94,26,1,26,"semantics","subject","26",2,1,2,1,"dieR","Agent",2,2,"sham",3,797.7,"correct","noun",1
"25248","23",96,24,1,24,"semantics","subject","24",2,2,2,1,"dieL","Agent",1,2,"sham",3,890,"correct","noun",1
"25250","23",98,10,1,10,"semantics","subject","10",2,2,2,1,"dieR","Agent",2,2,"sham",3,691.1,"correct","noun",1
"25251","23",99,61,2,60,"semantics","object","60",2,2,2,2,"dieR","Patient",2,2,"sham",3,626.4,"correct","noun",1
"25254","23",102,15,1,15,"semantics","subject","15",2,2,2,2,"dieR","Agent",2,1,"sham",3,728.8,"correct","noun",1
"25255","23",103,32,2,31,"semantics","object","31",2,2,2,2,"dieR","Patient",2,2,"sham",3,544.1,"correct","noun",1
"25258","23",106,19,2,18,"semantics","object","18",2,2,2,1,"dieR","Patient",2,1,"sham",3,752.8,"correct","noun",1
"25261","23",109,38,1,38,"semantics","subject","38",2,2,2,1,"dieR","Agent",2,2,"sham",3,1364.1,"correct","noun",1
"25264","23",112,47,1,47,"semantics","subject","47",2,2,2,2,"dieL","Agent",1,1,"sham",3,751.7,"correct","noun",1
"25266","23",114,28,2,27,"semantics","object","27",2,1,2,2,"dieR","Patient",2,2,"sham",3,781.8,"correct","noun",1
"25269","23",117,67,2,66,"semantics","object","66",2,1,2,2,"dieL","Patient",1,2,"sham",3,622,"correct","noun",1
"25271","23",119,24,2,23,"semantics","object","23",2,1,2,2,"dieL","Patient",1,2,"sham",3,827.1,"correct","noun",1
"25274","23",122,13,1,13,"semantics","subject","13",2,1,2,2,"dieL","Agent",1,1,"sham",3,745.5,"correct","noun",1
"25275","23",123,33,2,32,"semantics","object","32",2,1,2,1,"dieR","Patient",2,1,"sham",3,871.7,"correct","noun",1
"25277","23",125,6,2,5,"semantics","object","5",2,1,2,2,"dieR","Patient",2,2,"sham",3,515.1,"correct","noun",1
"25278","23",126,17,1,17,"semantics","subject","17",2,1,2,2,"dieL","Agent",1,1,"sham",3,848.8,"correct","noun",1
"25280","23",128,67,1,67,"semantics","subject","67",2,2,2,1,"dieR","Agent",2,2,"sham",3,860.8,"correct","noun",1
"25282","23",130,7,1,7,"semantics","subject","7",2,2,2,2,"dieR","Agent",2,1,"sham",3,785.5,"correct","noun",1
"25283","23",131,51,2,50,"semantics","object","50",2,2,2,1,"dieL","Agent",1,2,"sham",3,740.5,"incorrect","noun",0
"25285","23",133,9,1,9,"semantics","subject","9",2,1,2,2,"dieL","Agent",1,1,"sham",3,645.4,"correct","noun",1
"25286","23",134,47,2,46,"semantics","object","46",2,2,2,1,"dieR","Patient",2,1,"sham",3,826.2,"correct","noun",1
"25288","23",136,27,2,26,"semantics","object","26",2,1,2,1,"dieL","Patient",1,1,"sham",3,1458.5,"correct","noun",1
"25291","23",139,43,1,43,"semantics","subject","43",2,2,2,2,"dieR","Agent",2,1,"sham",3,733.5,"correct","noun",1
"25293","23",141,20,1,20,"semantics","subject","20",2,2,2,1,"dieR","Agent",2,2,"sham",3,746,"correct","noun",1
"25295","23",143,4,1,4,"semantics","subject","4",2,1,2,1,"dieR","Agent",2,2,"sham",3,682.7,"correct","noun",1
"25296","23",144,65,2,64,"semantics","object","64",2,1,2,1,"dieL","Patient",1,1,"sham",3,856.6,"correct","noun",1
"25299","23",147,14,1,14,"semantics","subject","14",2,2,2,1,"dieR","Agent",2,2,"sham",3,676.3,"correct","noun",1
"25301","23",149,25,2,24,"semantics","object","24",2,2,2,1,"dieR","Patient",2,1,"sham",3,900.6,"correct","noun",1
"25302","23",150,22,1,22,"semantics","subject","22",2,1,2,1,"dieL","Agent",1,2,"sham",3,637.9,"correct","noun",1
"25304","23",152,28,1,28,"semantics","subject","28",2,2,2,1,"dieR","Agent",2,2,"sham",3,1138,"correct","noun",1
"25307","23",155,64,2,63,"semantics","object","63",2,2,2,2,"dieL","Patient",1,2,"sham",3,871.4,"correct","noun",1
"25309","23",157,45,1,45,"semantics","subject","45",2,1,2,2,"dieL","Agent",1,1,"sham",3,1089.4,"correct","noun",1
"25311","23",159,3,1,3,"semantics","subject","3",2,2,2,1,"dieR","Agent",2,2,"sham",3,635,"correct","noun",1
"25312","23",160,44,2,43,"semantics","object","43",2,2,2,2,"dieR","Patient",2,2,"sham",3,793.8,"correct","noun",1
"25314","23",162,17,2,16,"semantics","object","16",2,1,2,1,"dieR","Patient",2,1,"sham",3,719.6,"correct","noun",1
"25317","23",165,50,2,49,"semantics","object","49",2,1,2,2,"dieR","Patient",2,2,"sham",3,521.9,"correct","noun",1
"25319","23",167,23,1,23,"semantics","subject","23",2,1,2,2,"dieR","Agent",2,1,"sham",3,701.3,"correct","noun",1
"25321","23",169,49,2,48,"semantics","object","48",2,1,2,1,"dieR","Agent",2,2,"sham",3,923.5,"incorrect","noun",0
"25322","23",170,64,1,64,"semantics","subject","64",2,1,2,1,"dieL","Agent",1,2,"sham",3,1378.5,"correct","noun",1
"25325","23",173,68,2,67,"semantics","object","67",2,2,2,1,"dieR","Patient",2,1,"sham",3,1666.1,"correct","noun",1
"25326","23",174,61,1,61,"semantics","subject","61",2,2,2,1,"dieR","Agent",2,2,"sham",3,713,"correct","noun",1
"25329","23",177,27,1,27,"semantics","subject","27",2,1,2,2,"dieR","Agent",2,1,"sham",3,727.5,"correct","noun",1
"25330","23",178,35,2,34,"semantics","object","34",2,2,2,2,"dieR","Patient",2,2,"sham",3,1084.6,"correct","noun",1
"25332","23",180,11,2,10,"semantics","object","10",2,2,2,1,"dieR","Agent",2,2,"sham",3,808.7,"incorrect","noun",0
"25335","23",183,1,1,1,"semantics","subject","1",2,1,2,1,"dieR","Agent",2,2,"sham",3,1339.4,"correct","noun",1
"25336","23",184,3,2,2,"semantics","object","2",2,1,2,2,"dieR","Patient",2,2,"sham",3,740.3,"correct","noun",1
"25339","23",187,45,2,44,"semantics","object","44",2,1,2,1,"dieR","Agent",2,2,"sham",3,659,"incorrect","noun",0
"25340","23",188,19,1,19,"semantics","subject","19",2,1,2,2,"dieR","Agent",2,1,"sham",3,814.8,"correct","noun",1
"25343","23",191,21,1,21,"semantics","subject","21",2,2,2,2,"dieR","Agent",2,1,"sham",3,1496.8,"correct","noun",1
"25344","23",192,26,2,25,"semantics","object","25",2,2,2,2,"dieR","Agent",2,1,"sham",3,897.6,"incorrect","noun",0
"25346","24",2,37,1,37,"semantics","subject","37",2,2,2,1,"dieR","Agent",2,2,"sham",1,1188.3,"correct","noun",1
"25349","24",5,8,2,7,"semantics","object","7",2,1,2,1,"dieR","Patient",2,1,"sham",1,999.7,"correct","noun",1
"25350","24",6,67,1,67,"semantics","subject","67",2,2,2,2,"dieR","Patient",2,2,"sham",1,1046.8,"incorrect","noun",0
"25352","24",8,19,2,18,"semantics","object","18",2,2,2,2,"dieR","Patient",2,2,"sham",1,901.7,"correct","noun",1
"25353","24",9,38,1,38,"semantics","subject","38",2,2,2,2,"dieR","Agent",2,1,"sham",1,1035.8,"correct","noun",1
"25355","24",11,3,1,3,"semantics","subject","3",2,2,2,2,"dieR","Agent",2,1,"sham",1,975.5,"correct","noun",1
"25358","24",14,13,1,13,"semantics","subject","13",2,2,2,1,"dieR","Agent",2,2,"sham",1,715.5,"correct","noun",1
"25359","24",15,46,2,45,"semantics","object","45",2,2,2,1,"dieR","Agent",2,2,"sham",1,1272,"incorrect","noun",0
"25362","24",18,20,2,19,"semantics","object","19",2,2,2,1,"dieR","Patient",2,1,"sham",1,908.3,"correct","noun",1
"25364","24",20,35,2,34,"semantics","object","34",2,1,2,1,"dieR","Patient",2,1,"sham",1,1049.4,"correct","noun",1
"25365","24",21,16,1,16,"semantics","subject","16",2,1,2,2,"dieR","Agent",2,1,"sham",1,1235,"correct","noun",1
"25368","24",24,44,2,43,"semantics","object","43",2,1,2,1,"dieR","Patient",2,1,"sham",1,906,"correct","noun",1
"25369","24",25,60,1,60,"semantics","subject","60",2,1,2,1,"dieR","Agent",2,2,"sham",1,1003,"correct","noun",1
"25372","24",28,2,2,1,"semantics","object","1",2,1,2,2,"dieR","Patient",2,2,"sham",1,783,"correct","noun",1
"25374","24",30,10,1,10,"semantics","subject","10",2,2,2,2,"dieL","Agent",1,1,"sham",1,895.2,"correct","noun",1
"25377","24",33,23,2,22,"semantics","object","22",2,1,2,2,"dieR","Patient",2,2,"sham",1,879.6,"correct","noun",1
"25379","24",35,26,2,25,"semantics","object","25",2,1,2,1,"dieL","Patient",1,1,"sham",1,1026.5,"correct","noun",1
"25382","24",38,4,1,4,"semantics","subject","4",2,1,2,2,"dieR","Agent",2,1,"sham",1,855,"correct","noun",1
"25384","24",40,8,1,8,"semantics","subject","8",2,1,2,2,"dieR","Agent",2,1,"sham",1,761,"correct","noun",1
"25385","24",41,33,2,32,"semantics","object","32",2,1,2,2,"dieR","Patient",2,2,"sham",1,708.1,"correct","noun",1
"25387","24",43,67,2,66,"semantics","object","66",2,2,2,1,"dieR","Patient",2,1,"sham",1,687,"correct","noun",1
"25388","24",44,15,1,15,"semantics","subject","15",2,1,2,1,"dieL","Agent",1,2,"sham",1,728.3,"correct","noun",1
"25390","24",46,64,2,63,"semantics","object","63",2,1,2,1,"dieR","Patient",2,1,"sham",1,1090.5,"correct","noun",1
"25392","24",48,2,1,2,"semantics","subject","2",2,2,2,1,"dieR","Agent",2,2,"sham",1,1097,"correct","noun",1
"25393","24",49,18,2,17,"semantics","object","17",2,2,2,1,"dieR","Patient",2,1,"sham",1,659,"correct","noun",1
"25395","24",51,15,2,14,"semantics","object","14",2,2,2,2,"dieR","Patient",2,2,"sham",1,895.6,"correct","noun",1
"25396","24",52,49,1,49,"semantics","subject","49",2,2,2,1,"dieR","Agent",2,2,"sham",1,684.4,"correct","noun",1
"25398","24",54,38,2,37,"semantics","object","37",2,2,2,1,"dieR","Patient",2,1,"sham",1,733.9,"correct","noun",1
